대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202501,102,102. 망원역 1번출구 앞,일일권,,20대,24,1510.39,15.41,66468.87,716
202501,102,102. 망원역 1번출구 앞,일일권,,30대,22,1150.04,10.93,47128.28,649
202501,102,102. 망원역 1번출구 앞,일일권,,40대,2,141.11,1.15,4946.15,33
202501,102,102. 망원역 1번출구 앞,일일권,,50대,3,279.03,2.22,9584.22,80
202501,102,102. 망원역 1번출구 앞,일일권,,기타,7,858.12,8.29,35708.33,304
202501,102,102. 망원역 1번출구 앞,일일권,F,20대,28,1868.91,18.85,81296.98,962
202501,102,102. 망원역 1번출구 앞,일일권,F,30대,16,682.98,7.05,30437.71,400
202501,102,102. 망원역 1번출구 앞,일일권,F,40대,15,727.16,7.86,33900.87,702
202501,102,102. 망원역 1번출구 앞,일일권,F,50대,5,554.08,5.39,23211.52,284
202501,102,102. 망원역 1번출구 앞,일일권,F,60대,3,103.81,0.94,4032.92,32
202501,102,102. 망원역 1번출구 앞,일일권,F,~10대,1,36.66,0.33,1424.12,15
202501,102,102. 망원역 1번출구 앞,일일권,F,기타,6,153.2,1.38,5952.0,52
202501,102,102. 망원역 1번출구 앞,일일권,M,20대,33,2030.34,17.14,73881.56,870
202501,102,102. 망원역 1번출구 앞,일일권,M,30대,23,1854.12,14.44,62149.87,783
202501,102,102. 망원역 1번출구 앞,일일권,M,40대,10,1045.2,8.36,36088.92,328
202501,102,102. 망원역 1번출구 앞,일일권,M,60대,1,105.93,0.79,3386.08,25
202501,102,102. 망원역 1번출구 앞,일일권,M,~10대,7,614.25,6.23,26801.86,268
202501,102,102. 망원역 1번출구 앞,일일권,M,기타,7,595.82,5.38,23147.39,157
202501,102,102. 망원역 1번출구 앞,일일권(비회원),,20대,1,34.25,0.31,1330.6,11
202501,102,102. 망원역 1번출구 앞,일일권(비회원),,기타,22,1147.8,10.37,44591.89,388
202501,102,102. 망원역 1번출구 앞,정기권,,20대,119,3863.41,34.81,151608.73,2054
202501,102,102. 망원역 1번출구 앞,정기권,,30대,121,5415.46,49.24,212463.55,2440
202501,102,102. 망원역 1번출구 앞,정기권,,40대,22,899.91,7.54,32481.34,341
202501,102,102. 망원역 1번출구 앞,정기권,,50대,45,1989.44,17.81,77609.58,1599
202501,102,102. 망원역 1번출구 앞,정기권,,60대,5,580.58,4.27,18411.85,117
202501,102,102. 망원역 1번출구 앞,정기권,,기타,8,270.16,2.54,10956.11,216
202501,102,102. 망원역 1번출구 앞,정기권,F,20대,67,4889.35,47.08,202842.43,1597
202501,102,102. 망원역 1번출구 앞,정기권,F,30대,164,5543.64,52,224393.53,3313
202501,102,102. 망원역 1번출구 앞,정기권,F,40대,84,3433.98,34.78,149748.42,1978
202501,102,102. 망원역 1번출구 앞,정기권,F,50대,37,1444.08,14.6,63158.94,973
202501,102,102. 망원역 1번출구 앞,정기권,F,60대,7,248.3,2.64,11366.2,204
202501,102,102. 망원역 1번출구 앞,정기권,F,70대이상,2,23.89,0.27,1183.06,9
202501,102,102. 망원역 1번출구 앞,정기권,F,~10대,1,34.67,0.36,1535.89,13
202501,102,102. 망원역 1번출구 앞,정기권,F,기타,34,1066.56,10.06,43430.15,364
202501,102,102. 망원역 1번출구 앞,정기권,M,20대,100,3429.66,28.36,122495.66,1355
202501,102,102. 망원역 1번출구 앞,정기권,M,30대,246,43032.87,254.88,1098612.1,8315
202501,102,102. 망원역 1번출구 앞,정기권,M,40대,134,9506.34,75.65,326063.41,4044
202501,102,102. 망원역 1번출구 앞,정기권,M,50대,66,6408.65,48.07,207315.25,1628
202501,102,102. 망원역 1번출구 앞,정기권,M,60대,42,2478.53,22.33,96198.75,1154
202501,102,102. 망원역 1번출구 앞,정기권,M,70대이상,12,370.83,3.37,14576.47,265
202501,102,102. 망원역 1번출구 앞,정기권,M,~10대,2,171.94,1.62,6990.0,55
202501,102,102. 망원역 1번출구 앞,정기권,M,기타,9,381.77,3.03,12984.37,365
202501,103,103. 망원역 2번출구 앞,일일권,,20대,12,549.64,4.93,21344.39,254
202501,103,103. 망원역 2번출구 앞,일일권,,30대,20,1086.9,10.64,45792.68,590
202501,103,103. 망원역 2번출구 앞,일일권,,40대,4,209.49,1.89,8118.67,81
202501,103,103. 망원역 2번출구 앞,일일권,,50대,2,158.94,1.04,4482.7,31
202501,103,103. 망원역 2번출구 앞,일일권,,기타,2,48.59,0.47,2045.05,30
202501,103,103. 망원역 2번출구 앞,일일권,F,20대,32,1937.04,19.1,82208.02,791
202501,103,103. 망원역 2번출구 앞,일일권,F,30대,13,977.95,9.83,42466.6,358
202501,103,103. 망원역 2번출구 앞,일일권,F,40대,4,167.99,1.54,6675.93,56
202501,103,103. 망원역 2번출구 앞,일일권,F,50대,3,203.74,1.99,8558.75,71
202501,103,103. 망원역 2번출구 앞,일일권,F,~10대,1,49.65,0.51,2199.57,42
202501,103,103. 망원역 2번출구 앞,일일권,F,기타,1,33.98,0.31,1320.0,11
202501,103,103. 망원역 2번출구 앞,일일권,M,20대,20,1008.97,8.79,37869.07,400
202501,103,103. 망원역 2번출구 앞,일일권,M,30대,22,1473.52,11.87,51110.18,496
202501,103,103. 망원역 2번출구 앞,일일권,M,40대,9,1251.78,9.76,42054.93,298
202501,103,103. 망원역 2번출구 앞,일일권,M,50대,1,32.11,0.24,1013.51,15
202501,103,103. 망원역 2번출구 앞,일일권,M,60대,1,69.74,0.63,2709.23,18
202501,103,103. 망원역 2번출구 앞,일일권,M,~10대,6,233.23,2.25,9687.79,92
202501,103,103. 망원역 2번출구 앞,일일권,M,기타,5,643.17,5.09,21951.78,231
202501,103,103. 망원역 2번출구 앞,일일권(비회원),,기타,6,456.11,4.11,17719.94,282
202501,103,103. 망원역 2번출구 앞,정기권,,20대,75,2972.73,27.72,119499.38,2137
202501,103,103. 망원역 2번출구 앞,정기권,,30대,85,3601.67,31.74,137925.2,1281
202501,103,103. 망원역 2번출구 앞,정기권,,40대,16,1780.99,16.02,69089.67,522
202501,103,103. 망원역 2번출구 앞,정기권,,50대,23,1102.06,9.37,40285.01,985
202501,103,103. 망원역 2번출구 앞,정기권,,60대,2,59.93,0.54,2328.3,28
202501,103,103. 망원역 2번출구 앞,정기권,,기타,6,246.59,2.56,11005.34,139
202501,103,103. 망원역 2번출구 앞,정기권,F,20대,36,1263.75,11.97,51577.74,626
202501,103,103. 망원역 2번출구 앞,정기권,F,30대,168,9671,92.76,399855.22,6105
202501,103,103. 망원역 2번출구 앞,정기권,F,40대,60,3823.89,39.97,172311.49,1840
202501,103,103. 망원역 2번출구 앞,정기권,F,50대,15,1188.4,11.65,50198.79,459
202501,103,103. 망원역 2번출구 앞,정기권,F,60대,16,488.85,5.06,23535.12,311
202501,103,103. 망원역 2번출구 앞,정기권,F,70대이상,4,77.18,0.88,3821.16,31
202501,103,103. 망원역 2번출구 앞,정기권,F,기타,26,2002.32,20.1,88080.65,737
202501,103,103. 망원역 2번출구 앞,정기권,M,20대,109,7912.61,67.77,292101.49,1824
202501,103,103. 망원역 2번출구 앞,정기권,M,30대,168,12028.71,97.37,421234.8,3885
202501,103,103. 망원역 2번출구 앞,정기권,M,40대,51,2879.26,23.38,100786.42,1488
202501,103,103. 망원역 2번출구 앞,정기권,M,50대,49,2686.93,21.81,94028.51,1764
202501,103,103. 망원역 2번출구 앞,정기권,M,60대,8,1435.37,12.14,52284.85,297
202501,103,103. 망원역 2번출구 앞,정기권,M,기타,10,253.89,2.16,9318.98,54
202501,104,104. 합정역 1번출구 앞,일일권,,20대,18,1588.38,13.79,59443.96,428
202501,104,104. 합정역 1번출구 앞,일일권,,30대,10,1230.95,11.01,47442.34,424
202501,104,104. 합정역 1번출구 앞,일일권,,기타,4,616.08,5.98,25804.67,238
202501,104,104. 합정역 1번출구 앞,일일권,F,20대,19,2306.89,19.9,85791.6,823
202501,104,104. 합정역 1번출구 앞,일일권,F,30대,9,718.32,7.58,32668.94,396
202501,104,104. 합정역 1번출구 앞,일일권,F,40대,4,458.65,4.05,17497.96,168
202501,104,104. 합정역 1번출구 앞,일일권,F,~10대,6,706.82,6.37,27460.93,270
202501,104,104. 합정역 1번출구 앞,일일권,M,20대,19,1540.32,13.93,59977.45,654
202501,104,104. 합정역 1번출구 앞,일일권,M,30대,14,1147.32,9.92,42735.16,409
202501,104,104. 합정역 1번출구 앞,일일권,M,40대,4,329.52,2.62,11325.42,135
202501,104,104. 합정역 1번출구 앞,일일권,M,50대,5,694.32,5.49,23620.1,211
202501,104,104. 합정역 1번출구 앞,일일권,M,60대,1,19.52,0.2,850.0,4
202501,104,104. 합정역 1번출구 앞,일일권,M,~10대,11,1995.42,17.82,76820.02,598
202501,104,104. 합정역 1번출구 앞,일일권,M,기타,3,384.02,3.03,13048.94,94
202501,104,104. 합정역 1번출구 앞,일일권(비회원),,기타,4,208.06,1.87,12364.13,154
202501,104,104. 합정역 1번출구 앞,정기권,,20대,71,3361.69,29.69,127795.88,1815
202501,104,104. 합정역 1번출구 앞,정기권,,30대,60,3362.63,27.69,121918.88,1669
202501,104,104. 합정역 1번출구 앞,정기권,,40대,8,404.14,3.28,14149.7,228
202501,104,104. 합정역 1번출구 앞,정기권,,50대,19,956.99,7.81,33673.8,359
202501,104,104. 합정역 1번출구 앞,정기권,,60대,11,292.05,2.58,11077.27,100
202501,104,104. 합정역 1번출구 앞,정기권,,기타,1,20.54,0.2,864.5,9
202501,104,104. 합정역 1번출구 앞,정기권,F,20대,30,1446.08,14.57,62975.38,548
202501,104,104. 합정역 1번출구 앞,정기권,F,30대,55,2564.46,25.82,111331.88,1376
202501,104,104. 합정역 1번출구 앞,정기권,F,40대,14,593.42,5.83,25202.58,240
202501,104,104. 합정역 1번출구 앞,정기권,F,50대,2,355.83,3.11,13411.11,99
202501,104,104. 합정역 1번출구 앞,정기권,F,60대,5,73.49,0.86,3712.14,118
202501,104,104. 합정역 1번출구 앞,정기권,F,~10대,3,187.71,1.93,8320.03,124
202501,104,104. 합정역 1번출구 앞,정기권,F,기타,21,776.56,5.93,25586.63,213
202501,104,104. 합정역 1번출구 앞,정기권,M,20대,50,3184.18,25.73,110856.99,1562
202501,104,104. 합정역 1번출구 앞,정기권,M,30대,99,8608.32,69.04,297849.07,2477
202501,104,104. 합정역 1번출구 앞,정기권,M,40대,96,5047.93,42.12,181266.13,3832
202501,104,104. 합정역 1번출구 앞,정기권,M,50대,66,4339.3,32.56,140328.43,1308
202501,104,104. 합정역 1번출구 앞,정기권,M,60대,16,1285.56,11,47411.37,561
202501,104,104. 합정역 1번출구 앞,정기권,M,70대이상,4,77.71,0.74,3169.33,98
202501,104,104. 합정역 1번출구 앞,정기권,M,~10대,1,108.88,0.98,4230.0,21
202501,104,104. 합정역 1번출구 앞,정기권,M,기타,25,1376.03,12.89,55500.12,490
202501,105,105. 합정역 5번출구 앞,일일권,,20대,12,983.57,8.51,36581.15,523
202501,105,105. 합정역 5번출구 앞,일일권,,30대,6,388.19,3.47,15005.82,145
202501,105,105. 합정역 5번출구 앞,일일권,F,20대,10,468.51,4.26,18346.68,249
202501,105,105. 합정역 5번출구 앞,일일권,F,30대,5,497.89,5.21,22429.71,179
202501,105,105. 합정역 5번출구 앞,일일권,F,기타,3,150.6,1.35,5850.87,60
202501,105,105. 합정역 5번출구 앞,일일권,M,20대,18,2696.42,22.95,98901.22,632
202501,105,105. 합정역 5번출구 앞,일일권,M,30대,8,549.76,4.75,20426.47,331
202501,105,105. 합정역 5번출구 앞,일일권,M,40대,2,436.97,3.27,14060.12,79
202501,105,105. 합정역 5번출구 앞,일일권,M,~10대,6,412.12,3.6,15470.83,169
202501,105,105. 합정역 5번출구 앞,일일권,M,기타,4,266.75,2.41,10363.28,100
202501,105,105. 합정역 5번출구 앞,일일권(비회원),,기타,6,629.78,5.67,24467.16,717
202501,105,105. 합정역 5번출구 앞,정기권,,20대,31,1306.98,11.71,50416.87,505
202501,105,105. 합정역 5번출구 앞,정기권,,30대,36,2048.75,16.71,71970.78,826
202501,105,105. 합정역 5번출구 앞,정기권,,40대,8,748.09,6.1,26223.43,276
202501,105,105. 합정역 5번출구 앞,정기권,,50대,8,609.5,4.63,19957.97,164
202501,105,105. 합정역 5번출구 앞,정기권,,60대,3,261.67,2.25,9646.57,48
202501,105,105. 합정역 5번출구 앞,정기권,,70대이상,1,20.92,0.2,880.4,5
202501,105,105. 합정역 5번출구 앞,정기권,,기타,4,51.44,0.48,2030.0,13
202501,105,105. 합정역 5번출구 앞,정기권,F,20대,11,702.31,7.66,32990.0,462
202501,105,105. 합정역 5번출구 앞,정기권,F,30대,33,1380.32,12.59,54323.62,689
202501,105,105. 합정역 5번출구 앞,정기권,F,40대,10,1115.41,11.4,49138.6,333
202501,105,105. 합정역 5번출구 앞,정기권,F,50대,2,154.54,1.3,5565.66,74
202501,105,105. 합정역 5번출구 앞,정기권,F,60대,2,13.66,0.16,690.0,84
202501,105,105. 합정역 5번출구 앞,정기권,F,기타,8,298.51,2.36,10153.93,146
202501,105,105. 합정역 5번출구 앞,정기권,M,20대,26,798.32,6.6,28438.15,793
202501,105,105. 합정역 5번출구 앞,정기권,M,30대,74,3758.4,29.18,125812.31,1161
202501,105,105. 합정역 5번출구 앞,정기권,M,40대,58,2740.85,21.92,94439.37,905
202501,105,105. 합정역 5번출구 앞,정기권,M,50대,33,1257.9,9.44,40666.32,355
202501,105,105. 합정역 5번출구 앞,정기권,M,60대,8,226.91,2.09,9030.53,62
202501,105,105. 합정역 5번출구 앞,정기권,M,70대이상,2,177.75,1.54,6601.06,108
202501,105,105. 합정역 5번출구 앞,정기권,M,~10대,3,71.15,0.55,2376.2,24
202501,105,105. 합정역 5번출구 앞,정기권,M,기타,18,390.07,3.15,13610.27,230
202501,106,106. 합정역 7번출구 앞,일일권,,20대,24,3742.3,33.09,142669.22,1098
202501,106,106. 합정역 7번출구 앞,일일권,,30대,8,1127.66,8.99,38732.7,298
202501,106,106. 합정역 7번출구 앞,일일권,,50대,1,158.12,1.54,6654.84,84
202501,106,106. 합정역 7번출구 앞,일일권,,기타,4,345.08,3.11,13406.71,280
202501,106,106. 합정역 7번출구 앞,일일권,F,20대,25,2814.03,27.06,116586.57,1066
202501,106,106. 합정역 7번출구 앞,일일권,F,30대,3,211.87,2.14,9172.68,79
202501,106,106. 합정역 7번출구 앞,일일권,F,~10대,2,611.82,5.52,23768.97,157
202501,106,106. 합정역 7번출구 앞,일일권,F,기타,4,1114.11,8.66,37339.7,320
202501,106,106. 합정역 7번출구 앞,일일권,M,20대,23,2665.03,20.97,90306.32,794
202501,106,106. 합정역 7번출구 앞,일일권,M,30대,9,858.17,6.4,27589.54,181
202501,106,106. 합정역 7번출구 앞,일일권,M,40대,1,348.75,2.27,9785.34,55
202501,106,106. 합정역 7번출구 앞,일일권,M,~10대,22,3353.09,28.03,120786.48,1068
202501,106,106. 합정역 7번출구 앞,일일권,M,기타,1,144.21,1.3,5602.38,37
202501,106,106. 합정역 7번출구 앞,일일권(비회원),,기타,9,1780.08,16.05,69155.85,482
202501,106,106. 합정역 7번출구 앞,정기권,,20대,55,4892.16,44.61,192296.21,1645
202501,106,106. 합정역 7번출구 앞,정기권,,30대,44,2700.01,23.44,103024.78,1515
202501,106,106. 합정역 7번출구 앞,정기권,,40대,24,1590,12.67,54642.25,1543
202501,106,106. 합정역 7번출구 앞,정기권,,50대,8,809.9,6.77,29202.42,218
202501,106,106. 합정역 7번출구 앞,정기권,,60대,5,684.77,5.83,25103.91,152
202501,106,106. 합정역 7번출구 앞,정기권,,70대이상,1,\N,\N,0.0,2
202501,106,106. 합정역 7번출구 앞,정기권,,기타,6,215.87,1.77,7638.99,420
202501,106,106. 합정역 7번출구 앞,정기권,F,20대,39,2534.45,25.76,112427.37,1760
202501,106,106. 합정역 7번출구 앞,정기권,F,30대,71,5480.43,56.05,241529.16,1932
202501,106,106. 합정역 7번출구 앞,정기권,F,40대,15,1967.13,19.74,85060.19,862
202501,106,106. 합정역 7번출구 앞,정기권,F,50대,15,435.2,4,17215.53,190
202501,106,106. 합정역 7번출구 앞,정기권,F,70대이상,2,88.29,0.81,3483.74,25
202501,106,106. 합정역 7번출구 앞,정기권,F,~10대,2,481.33,4.09,17647.52,106
202501,106,106. 합정역 7번출구 앞,정기권,F,기타,14,502.56,5.36,23060.76,204
202501,106,106. 합정역 7번출구 앞,정기권,M,20대,39,3016.84,24.67,106351.48,826
202501,106,106. 합정역 7번출구 앞,정기권,M,30대,86,9422.12,81.79,352623.98,2496
202501,106,106. 합정역 7번출구 앞,정기권,M,40대,32,1804.52,14.69,63343.68,519
202501,106,106. 합정역 7번출구 앞,정기권,M,50대,31,2473.92,18.98,81859.02,833
202501,106,106. 합정역 7번출구 앞,정기권,M,60대,12,653.85,5.5,23752.63,234
202501,106,106. 합정역 7번출구 앞,정기권,M,70대이상,3,677.84,5.91,25471.93,229
202501,106,106. 합정역 7번출구 앞,정기권,M,~10대,3,182.14,1.35,5782.57,74
202501,106,106. 합정역 7번출구 앞,정기권,M,기타,23,1166.42,9.28,40053.07,388
202501,107,107. 수협 연남동지점,일일권,,20대,9,846.82,7.55,32562.24,294
202501,107,107. 수협 연남동지점,일일권,,30대,28,1510.73,12.76,55045.57,264
202501,107,107. 수협 연남동지점,일일권,,40대,2,58.45,0.57,2456.22,38
202501,107,107. 수협 연남동지점,일일권,,50대,1,115.47,1.06,4555.95,590
202501,107,107. 수협 연남동지점,일일권,,기타,1,13.66,0.13,575.1,3
202501,107,107. 수협 연남동지점,일일권,F,20대,13,484.77,4.74,20431.14,221
202501,107,107. 수협 연남동지점,일일권,F,30대,15,448.69,4.7,20196.99,381
202501,107,107. 수협 연남동지점,일일권,F,40대,5,228.85,2.18,9380.74,167
202501,107,107. 수협 연남동지점,일일권,F,기타,3,119.37,1.21,5257.57,41
202501,107,107. 수협 연남동지점,일일권,M,20대,12,889.45,6.71,28965.34,244
202501,107,107. 수협 연남동지점,일일권,M,30대,6,336.56,2.8,12046.21,185
202501,107,107. 수협 연남동지점,일일권,M,40대,3,180.76,1.6,6885.37,43
202501,107,107. 수협 연남동지점,일일권,M,~10대,2,121.12,0.93,4015.41,52
202501,107,107. 수협 연남동지점,일일권,M,기타,4,630.11,5.37,23149.12,271
202501,107,107. 수협 연남동지점,일일권(비회원),,기타,7,226.87,2.05,8813.44,65
202501,107,107. 수협 연남동지점,정기권,,20대,163,4990.55,45.72,199725.14,2385
202501,107,107. 수협 연남동지점,정기권,,30대,91,3687.41,29.95,129052.44,1792
202501,107,107. 수협 연남동지점,정기권,,40대,15,740.84,6.33,27323.72,146
202501,107,107. 수협 연남동지점,정기권,,50대,23,931.98,8.64,39023.79,1041
202501,107,107. 수협 연남동지점,정기권,,60대,2,22.72,0.17,733.72,12
202501,107,107. 수협 연남동지점,정기권,,기타,11,256.14,5.48,23596.68,276
202501,107,107. 수협 연남동지점,정기권,F,20대,45,1203.83,12.17,52648.82,664
202501,107,107. 수협 연남동지점,정기권,F,30대,80,3119.16,30.58,131842.94,1208
202501,107,107. 수협 연남동지점,정기권,F,40대,20,664.2,7.08,30519.19,862
202501,107,107. 수협 연남동지점,정기권,F,50대,15,520.31,5.16,22147.25,357
202501,107,107. 수협 연남동지점,정기권,F,60대,3,284.91,2.73,11794.56,81
202501,107,107. 수협 연남동지점,정기권,F,기타,10,423.38,4.48,19306.82,147
202501,107,107. 수협 연남동지점,정기권,M,20대,90,6036.01,50.5,217736.6,2243
202501,107,107. 수협 연남동지점,정기권,M,30대,132,5657.23,43.98,192713.23,2014
202501,107,107. 수협 연남동지점,정기권,M,40대,94,3641.74,29.89,128654.79,1293
202501,107,107. 수협 연남동지점,정기권,M,50대,38,3409.24,28.44,122602.67,729
202501,107,107. 수협 연남동지점,정기권,M,60대,15,693.33,5.13,22113.97,311
202501,107,107. 수협 연남동지점,정기권,M,기타,20,1365.9,10.78,46323.55,742
202501,108,108. 서교동 사거리,일일권,,20대,22,1920.38,17.69,76311.2,458
202501,108,108. 서교동 사거리,일일권,,30대,26,1240.41,11.22,48472.37,361
202501,108,108. 서교동 사거리,일일권,,40대,3,80.48,0.78,3374.79,159
202501,108,108. 서교동 사거리,일일권,,50대,1,226.99,1.7,7348.84,71
202501,108,108. 서교동 사거리,일일권,,기타,5,381.79,3.44,14832.31,265
202501,108,108. 서교동 사거리,일일권,F,20대,19,1123.19,10.87,46919.23,443
202501,108,108. 서교동 사거리,일일권,F,30대,5,241.36,2.54,10932.84,120
202501,108,108. 서교동 사거리,일일권,F,~10대,4,328.58,3.36,14449.96,127
202501,108,108. 서교동 사거리,일일권,M,20대,31,2592.95,22.93,98921.02,686
202501,108,108. 서교동 사거리,일일권,M,30대,16,1140.31,9,38758.85,290
202501,108,108. 서교동 사거리,일일권,M,40대,2,104.98,0.85,3640.39,32
202501,108,108. 서교동 사거리,일일권,M,50대,1,78.24,0.62,2670.0,38
202501,108,108. 서교동 사거리,일일권,M,60대,1,49.6,0.45,1927.08,10
202501,108,108. 서교동 사거리,일일권,M,~10대,11,1141.04,9.79,42179.89,456
202501,108,108. 서교동 사거리,일일권,M,기타,1,0,0,0.0,32
202501,108,108. 서교동 사거리,일일권(비회원),,기타,8,544.18,4.9,21140.98,375
202501,108,108. 서교동 사거리,정기권,,20대,51,2361.89,22.61,100382.77,1237
202501,108,108. 서교동 사거리,정기권,,30대,64,3813.86,35.45,154456.31,1656
202501,108,108. 서교동 사거리,정기권,,40대,9,867.45,6.78,29148.56,372
202501,108,108. 서교동 사거리,정기권,,50대,14,708.45,6.26,26965.35,263
202501,108,108. 서교동 사거리,정기권,,60대,2,30.23,0.27,1154.17,11
202501,108,108. 서교동 사거리,정기권,,기타,6,195.18,2.15,9261.16,153
202501,108,108. 서교동 사거리,정기권,F,20대,25,1130.42,12.7,54724.6,437
202501,108,108. 서교동 사거리,정기권,F,30대,24,1286.19,12.78,55152.62,666
202501,108,108. 서교동 사거리,정기권,F,40대,20,1012.72,10.91,47004.79,545
202501,108,108. 서교동 사거리,정기권,F,50대,8,619.49,6.42,27651.02,183
202501,108,108. 서교동 사거리,정기권,F,60대,2,112.64,1.01,4375.93,63
202501,108,108. 서교동 사거리,정기권,F,70대이상,1,145.59,1.38,5929.71,62
202501,108,108. 서교동 사거리,정기권,F,기타,1,40.05,0.48,2063.88,68
202501,108,108. 서교동 사거리,정기권,M,20대,82,4222.6,36.27,157115.54,2045
202501,108,108. 서교동 사거리,정기권,M,30대,92,5846.29,46.94,202183.15,2642
202501,108,108. 서교동 사거리,정기권,M,40대,47,3438.84,25.92,111712.54,1460
202501,108,108. 서교동 사거리,정기권,M,50대,36,2613.7,22.39,96425.03,1207
202501,108,108. 서교동 사거리,정기권,M,60대,11,1188.85,9.75,42047.86,243
202501,108,108. 서교동 사거리,정기권,M,~10대,4,158.21,1.41,6102.18,54
202501,108,108. 서교동 사거리,정기권,M,기타,15,733.82,6.39,27579.89,280
202501,111,111. 상수역 2번출구 앞,일일권,,20대,18,1434.13,13.38,59667.2,710
202501,111,111. 상수역 2번출구 앞,일일권,,30대,6,320.01,3.29,14179.3,109
202501,111,111. 상수역 2번출구 앞,일일권,,40대,1,386.24,1.89,8127.88,47
202501,111,111. 상수역 2번출구 앞,일일권,,~10대,1,342.35,2.87,12350.46,90
202501,111,111. 상수역 2번출구 앞,일일권,,기타,4,1027.94,9.95,42927.82,326
202501,111,111. 상수역 2번출구 앞,일일권,F,20대,17,1484.86,16.56,71384.82,524
202501,111,111. 상수역 2번출구 앞,일일권,F,30대,8,750.85,6.83,29489.89,285
202501,111,111. 상수역 2번출구 앞,일일권,F,40대,2,292.24,2.63,11353.41,92
202501,111,111. 상수역 2번출구 앞,일일권,F,50대,1,21.27,0.28,1193.51,7
202501,111,111. 상수역 2번출구 앞,일일권,F,60대,1,85.06,0.72,3112.85,42
202501,111,111. 상수역 2번출구 앞,일일권,F,~10대,2,57.04,0.67,2880.69,43
202501,111,111. 상수역 2번출구 앞,일일권,F,기타,1,48.39,0.44,1880.0,22
202501,111,111. 상수역 2번출구 앞,일일권,M,20대,48,5181.82,44.33,191084.73,1231
202501,111,111. 상수역 2번출구 앞,일일권,M,30대,12,982.73,7.31,31554.37,451
202501,111,111. 상수역 2번출구 앞,일일권,M,40대,4,250.17,2.05,8880.2,51
202501,111,111. 상수역 2번출구 앞,일일권,M,50대,3,372.68,2.94,12634.23,92
202501,111,111. 상수역 2번출구 앞,일일권,M,~10대,14,1429.7,12.35,53197.52,611
202501,111,111. 상수역 2번출구 앞,일일권,M,기타,9,1041.15,8.58,36958.22,194
202501,111,111. 상수역 2번출구 앞,일일권(비회원),,기타,15,1297.97,11.7,50426.56,639
202501,111,111. 상수역 2번출구 앞,정기권,,20대,28,2809.94,24.46,105452.35,684
202501,111,111. 상수역 2번출구 앞,정기권,,30대,48,3200.33,26.31,113327.46,1002
202501,111,111. 상수역 2번출구 앞,정기권,,40대,6,457.98,4.47,19261.84,141
202501,111,111. 상수역 2번출구 앞,정기권,,50대,13,1578.9,13.36,57579.33,477
202501,111,111. 상수역 2번출구 앞,정기권,,60대,1,48.91,0.43,1843.26,11
202501,111,111. 상수역 2번출구 앞,정기권,,기타,29,2427.82,21.64,93298.02,1616
202501,111,111. 상수역 2번출구 앞,정기권,F,20대,60,2516.24,27.18,117236.06,1405
202501,111,111. 상수역 2번출구 앞,정기권,F,30대,23,1665.43,15.84,68207.78,689
202501,111,111. 상수역 2번출구 앞,정기권,F,40대,12,776.84,7.04,30395.66,250
202501,111,111. 상수역 2번출구 앞,정기권,F,50대,7,415.62,4.2,18095.29,145
202501,111,111. 상수역 2번출구 앞,정기권,F,70대이상,1,27.4,0.27,1172.71,15
202501,111,111. 상수역 2번출구 앞,정기권,F,기타,5,161.35,1.45,6268.39,41
202501,111,111. 상수역 2번출구 앞,정기권,M,20대,105,5850.09,46.71,201368.51,1555
202501,111,111. 상수역 2번출구 앞,정기권,M,30대,79,6104.67,47.72,205543.35,2110
202501,111,111. 상수역 2번출구 앞,정기권,M,40대,44,7979.7,69.59,299878.01,1879
202501,111,111. 상수역 2번출구 앞,정기권,M,50대,19,1063.13,9.33,40190.12,388
202501,111,111. 상수역 2번출구 앞,정기권,M,60대,3,59.17,0.41,1735.81,15
202501,111,111. 상수역 2번출구 앞,정기권,M,70대이상,2,32.68,0.29,1252.14,21
202501,111,111. 상수역 2번출구 앞,정기권,M,~10대,6,296.24,2.84,12298.04,129
202501,111,111. 상수역 2번출구 앞,정기권,M,기타,12,539.34,4.77,20466.36,336
202501,113,113. 홍대입구역 2번출구 앞,일일권,,20대,39,1605.51,14.89,65281.01,540
202501,113,113. 홍대입구역 2번출구 앞,일일권,,30대,25,1346.62,10.22,43980.75,875
202501,113,113. 홍대입구역 2번출구 앞,일일권,,40대,4,100.03,0.84,3646.54,24
202501,113,113. 홍대입구역 2번출구 앞,일일권,,50대,1,45.86,0.36,1544.21,10
202501,113,113. 홍대입구역 2번출구 앞,일일권,,기타,9,888.63,9.73,41998.06,288
202501,113,113. 홍대입구역 2번출구 앞,일일권,F,20대,26,1670.77,17.08,73659.99,651
202501,113,113. 홍대입구역 2번출구 앞,일일권,F,30대,12,454.95,4.74,20438.33,160
202501,113,113. 홍대입구역 2번출구 앞,일일권,F,40대,10,400.82,3.74,16090.84,138
202501,113,113. 홍대입구역 2번출구 앞,일일권,F,50대,1,61.75,0.66,2835.15,24
202501,113,113. 홍대입구역 2번출구 앞,일일권,F,~10대,2,49.35,0.44,1917.22,18
202501,113,113. 홍대입구역 2번출구 앞,일일권,F,기타,2,65.93,0.6,2561.64,24
202501,113,113. 홍대입구역 2번출구 앞,일일권,M,20대,42,2659.57,22.64,97472.04,1044
